Kuerzel	Name	Beschreibung	Dauer	Kosten	Ziel	Zeit	Ziel	Probe1	Probe2	Probe3
SPELL_386	Begehren erzeugen	Mit diesem Zauberspruch kann bei einem Ziel QS/2 Stufen des Zustands *Begehren* nach dem Zauberer erzeugt werden. Die Zustandsstufen bleiben auch nach dem Ende der Wirkungsdauer bestehen und bauen sich nach der üblichen Zeit für *Begehren* ab (siehe Seite **85**).	4 Aktionen	4 AsP	Berührung	sofort	Kulturschaffende	MU	IN	CH
SPELL_387	Brustformung	Die Zauberin kann ihre Brüste um QS/2 Brustgrößen vergrößern oder verkleinern (siehe **Brusttabelle** auf Seite **120**). Die durch die QS möglichen Größenänderungen müssen nicht alle genutzt werden. Eine Verkleinerung oder Vergrößerung unter *sehr klein* oder über *sehr groß* hat keinen weiteren Effekt. Dieser Zauber kann nicht auf Personen mit einem Penis gewirkt werden.	4 Aktionen	4 AsP	selbst	2 Stunden	Kulturschaffende	MU	IN	CH
SPELL_388	Erregung spüren	Durch den Zauberspruch ist der Anwender in der Lage, die *Erregung* des Ziels zu spüren. Dadurch erhält er bei diesem Ziel bei Proben auf *Betören (Liebeskünste)* beim Liebesspiel QS/2 FP dazu und erfährt die aktuelle Erregungsstufe des Ziels (bis zu einem Maximum von 18 FP). Der Bonus hält nur die nächste Stunde lang, danach muss der Zauber erneut auf das Ziel gewirkt werden, um wieder QS/2 FP zu bekommen.	2 Aktionen (vdL) / 1 Verführungshandlung (wdL)	2 AsP	4 Schritt	5 Sekunden	Kulturschaffende	IN	IN	CH
SPELL_389	Feuchte Erregung	Schweiß, Speichel und Scheidenflüssigkeit / Samen der Hexe / des Hexers werden durch diesen Zauber magisch aufgeladen. Sofern die Körperflüssigkeit automatisch während des Liebesaktes auf ein Ziel übertragen wird, muss die Hexe es berühren bzw. mit ihm in Kontakt kommen, beispielsweise über eine Berührung oder eine gelungene und nicht abgewehrte Raufen-Attacke. Im Kampf muss mindestens 1 SP durch Raufen angerichtet werden, bevor eine Giftprobe gewürfelt werden darf. Die Flüssigkeiten verlieren ihre magischen Kräfte, wenn sie vom Körper der Hexe entfernt werden. Man kann also den Schweiß nicht abschaben und ihn dann auf jemanden streichen. Die Hexe kann das Gift während der Wirkungsdauer nur einmal einsetzen.	2 Aktionen (vdL) / 1 Verführungshandlung (wdL)	8 AsP	selbst	QS x 30 Minuten	Kulturschaffende	MU	IN	CH
SPELL_391	Penisformung	Der Zauberer kann seinen Penis um QS/2 Penisgrößen vergrößern oder verkleinern (siehe **Penistabelle** auf Seite **119**). Die durch die QS möglichen Größenänderungen müssen nicht alle genutzt werden. Eine Verkleinerung oder Vergrößerung unter *sehr klein* oder über *sehr groß* hat keinen weiteren Effekt. Dieser Zauber kann nicht auf Personen ohne Penis gewirkt werden.	4 Aktionen	4 AsP	selbst	2 Stunden	Kulturschaffende	MU	IN	CH
SPELL_392	Spielzeug der Lust	Mithilfe des Zaubers kann ein Liebesspielzeug (siehe Seite **126**) dazu gebracht werden, sich von selbst zu bewegen, zu schweben und ein freiwilliges Ziel sexuell zu befriedigen. Der Gegenstand zählt beim Liebesspiel wie ein regulärer Teilnehmer mit einem FW in *Betören (Liebeskünste)* von QS x 2 und Eigenschaften von 14/14/14. Das Spielzeug kann jedoch dem Stimulierten keinen ekstatischen Höhepunkt bereiten. Sollte Erregungsstufe IV durch den Gegenstand erreicht werden, ist dies nur ein gewöhnlicher Orgasmus. Der Gegenstand muss weder Proben auf *Willenskraft* ablegen, um die Erregung zu halten, noch kann er selbst erregt werden. Bei der Wahl der Sexpraktik kann der Spieler des Zauberers entscheiden, welche ausgeführt werden soll. Je nach Art des Gegenstands sind einige Sexpraktiken nicht durchführbar. Der Meister hat hierbei das letzte Wort.	2 Aktionen (vdL) / 1 Verführungshandlung (wdL)	8 AsP	Berührung	maximal 12 Durchgänge oder bis Erregungsstufe IV beim Ziel erreicht wurde	Objekte (Liebesspielzeug)	MU	IN	FF
SPELL_393	Vaginaformung	Die Zauberin kann ihre Vagina um QS/2 Vaginagrößen vergrößern oder verkleinern (siehe Vaginatabelle auf Seite 120). Die durch die QS möglichen Größenänderungen müssen nicht alle genutzt werden. Eine Verkleinerung oder Vergrößerung unter *sehr klein* oder über *sehr groß* hat keinen weiteren Effekt. Dieser Zauber kann nicht auf Ziele ohne Vagina gewirkt werden.	4 Aktionen	4 AsP	selbst	2 Stunden	Kulturschaffende	MU	IN	CH
SPELL_394	Verlangen kontrollieren	Der Zauberer kann bei seinem Ziel entweder 1 Stufe *Erregung* erzeugen oder aufheben. Bei Erregungsstufe IV kommt es dadurch zu einem Orgasmus, nicht aber zu einem ekstatischen Höhepunkt (siehe Seite **105**).	2 Aktionen (vdL) / 1 Verführungshandlung (wdL)	4 AsP	Berührung	QS x 30 Minuten	Kulturschaffende	MU	IN	CH
SPELL_395	Abneigungen und Vorlieben erzeugen	Der Zauber erzeugt bei seinem Ziel eine *Abneigung* oder *Vorliebe* (siehe Seite **150/151**) nach Wahl des Zauberers. Vor dem Wirken des Zaubers muss er die Stufe bestimmen. Diese kann bei Vorlieben maximal II, bei Abneigungen maximal IV betragen. Wollte das Ziel schon die Vorliebe oder Abneigung auf der ausgewählten Stufe aufweisen, geschieht nichts. Wird eine höhere Stufe gewählt und gelingt der Zaubwer, gilt diese während der Wirkungsdauer. Das Ziel bemerkt während der Wirkungsdauer nicht, dass diese Abneigungen und Vorlieben durch einen Zauber entstanden sind. Erst am Ende der Wirkungsdauer wird ihm die Manipulation bewusst. Der Zauberer muss sein Ziel während der Ritualdauer nicht dauerhaft sehen können, nur zu Beginn und während des Endes des Rituals. Zu diesen beiden Zeitpunkten muss das Ziel zudem in Reichweite des Rituals sein. Außerdem wird eine materielle Verbindung in Form eines Haarbüschels, fünf Fingernägeln oder einer Phiole mit dem Blut des Ziels benötigt.	30 Minuten	8 AsP pro Stufe der Abneigung/Vorliebe	64 Schritt	QS Stunden	Kulturschaffende	MU	IN	CH
SPELL_396	Begierde auslösen	Das Ziel erleidet Erschwernisse in Höhe von QS/2 auf *Willenskraft (Betören widerstehen)*. Außerdem erhält sie während der Wirkungsdauer immer 1 Stufe *Erregung*, die durch kein Mittel dauerhaft vergeht, bis die Wirkungsdauer zu Ende ist. Sollte die Stufe kurzfristig abgebaut werden, so ist sie nach 5 KR wieder vorhanden. Die Zauberin muss sein Ziel während der Ritualdauer nicht dauerhaft sehen können, nur zu Beginn und während des Endes des Rituals. Zu diesen beiden Zeitpunkten muss das Ziel zudem in Reichweite des Rituals sein. Außerdem wird eine materielle Verbindung in Form eines Haarbüschels, fünf Fingernägeln oder einer Phiole mit dem Blut des Ziels benötigt.	30 Minuten	8 AsP pro Stufe der Abneigung/Vorliebe	64 Schritt	1 Tag	Kulturschaffende	MU	IN	CH
SPELL_397	Übertragung der Liebeskünste	Das Ziel erhält während der Wirkungsdauer den Betören-FW des Zauberers. Sollte der FW des Ziels gleich hoch oder höher sein, geschieht nichts weiter. Der FW, den der Zauberer besitzt, verändert sich durch die Leihgabe nicht.	5 Minuten	8 AsP pro Stufe der Abneigung/Vorliebe	Berührung	QS Stunden	Kulturschaffende	MU	IN	CH
SPELL_402	Dämonenpakt beenden	Der Zauberer kann mit diesem Ritual versuchen, den Dämonenpakt eines Paktierers zu brechen. Die Probe ist dabei um verschiedene Modifikatoren, beispielsweise durch die Kreise der Verdammnis des Paktierers, modifiziert. Die Seelenkraft des Ziels kommt dabei nur zum Tragen, wenn es sich dem Ritual nicht freiwillig unterzieht. Zum genauen Verfahren siehe **Aventurische Magie III** Seite **79**. Die Berührung muss nicht über die ganze Dauer des Rituals erfolgen. Der Meister hat hierbei das letzte Wort.	8 Stunden	32 AsP, davon 8 permanent	Berührung	sofort	Kulturschaffende (Paktierer)	MU	IN	CH
SPELL_403	Aquafaxius	Aus den Fingern des Zaubernden schießt ein Wasserstrahl, der in gerader Linie sein Ziel trifft. Der Magier muss keine zusätzliche Aktion aufwenden, um nach dem Wirken des Zaubers zu treffen. Das Treffen ist in der Zauberdauer inbegriffen.	2 Aktionen	8 AsP	16 Schritt	sofort	alle	MU	KL	CH
SPELL_404	Aquasphaero	Aus den Händen des Zaubernden schießt ein Wasserball, der in gerader Linie sein Ziel trifft. Das Treffen des Wasserballs ist in der Zauberdauer inbegriffen, der Magier muss also keine zusätzliche Aktion aufwenden. Der Wasserball explodiert, wenn er sein Ziel oder auf ein großes, festes Hindernis trifft (z. B. eine Wand oder einen Schild). Verlässt der Wasserball die Reichweite, ohne ein Ziel zu treffen, so löst er sich auf. Auch die Gefährten des Zauberers können von dem Wasserball getroffen werden, wenn er explodiert. Der Radius der Explosion beträgt 5 Schritt. Der Schaden beträgt einen Schritt um das Zentrum der Explosion herum 2W6+(QS x 2) Trefferpunkte (auch gegen leblose Objekte als Strukturschaden). Pro Schritt Entfernung von diesem Bereich verringert sich der Schaden um 3 TP. Der Wasserball trifft automatisch, wenn man ihm nicht aktiv zu entgehen versucht. Um dem Wasserball zu entgehen, muss eine Verteidigung eingesetzt und eine Probe auf *Körperbeherrschung (Kampfmanöver)* abgelegt werden. Pro QS hat der Held sich 1 Schritt weit weg vom Zentrum der Explosion bewegt. Trifft der Wasserball sein Ziel, werden die TP durch den RS des Ziels vermindert. Alle getroffenen Ziele erhalten außerdem bei 1-3 auf 1W6 1 Stufe des Zustands *Betäubung*.	4 Aktionen	32 AsP	32 Schritt	sofort	Zone	MU	KL	KO
SPELL_405	Aura der Erschöpfung	Der Zauber erschafft eine Welle von Kopfschmerzen und Erschöpfung. Alle Kulturschaffenden in der Umgebung erleiden dadurch 1 Stufe des Zustands *Betäubung*, solange sie sich nicht weiter als QS x 2 Schritt vom Zauberer entfernt befinden und keine ZK aufweisen, die die mehr als 2 beträgt.	4 Aktionen	32 AsP	selbst	sofort	Kulturschaffende	MU	KL	CH
SPELL_406	Blitzball	Aus den Händen des Zaubernden schießt ein Blitzball, der in gerader Linie sein Ziel trifft. Das Treffen des Blitzballs ist in der Zauberdauer inbegriffen, der Magier muss also keine zusätzliche Aktion aufwenden. Der Blitzball explodiert, wenn er sein Ziel oder auf ein großes, festes Hindernis trifft (z. B. eine Wand oder einen Schild). Verlässt der Blitzball die Reichweite, ohne ein Ziel zu treffen, so löst er sich auf. Auch die Gefährten des Zauberers können von dem Blitzball getroffen werden, wenn er explodiert. Der Radius der Explosion beträgt 5 Schritt. Der Schaden beträgt einen Schritt um das Zentrum der Explosion herum 2W6+(QS x 3) Trefferpunkte (auch gegen leblose Objekte als Strukturschaden). Pro Schritt Entfernung von diesem Bereich verringert sich der Schaden um 3 TP. Der Blitzball trifft automatisch, wenn man ihm nicht aktiv zu entgehen versucht. Um dem Blitzball zu entgehen, muss eine Verteidigung eingesetzt und eine Probe auf *Körperbeherrschung (Kampfmanöver)* abgelegt werden. Pro QS hat der Held sich 1 Schritt weit weg vom Zentrum der Explosion bewegt. Gegnern steht kein Passierschlag zu, da sie selbst zu überrascht sind. Ausnahme sind Wesen, die gegen die Auswirkungen von Blitzschaden immun sind, diese können einen Passierschlag ausführen. Trifft der Blitzball sein Ziel, werden die TP durch den RS des Ziels vermindert. Gegner mit Metallrüstungen oder viel Metall am Körper (Meisterentscheid), erleiden zusätzlich 1W3 SP.	4 Aktionen	32 AsP	32 Schritt	sofort	Zone	MU	KL	KO
SPELL_407	Böser Blick	Das Ziel wird von einem Gefühl des Widerwillens vor dem Zauberer übermannt und kann sich nicht überwinden, etwas gegen ihn zu unternehmen. Dies schließt die Unmöglichkeit ein, Attacken oder Fernkampfangriffe gegen ihn auszuführen, Zauber oder Liturgien gegen ihn zu wirken oder ihm auf andere Art und Weise Schaden zuzufügen. Auch indirekte Tätigkeiten wie das Wirken von Zonenzaubern oder die Veränderung der Umweltbedingungen fallen darunter, sofern diese den Zauberer betreffen. Es ist ihm jedoch weiterhin möglich, sich zu verteidigen, andere Wesen zu bekämpfen oder die Flucht zu ergreifen.	2 Aktionen	8 AsP	8 Schritt	QS Kampfrunden	Kulturschaffende	MU	IN	CH
SPELL_408	Dornenwand	Der Spruch erschafft eine Wand aus dichtem Dornengestrüpp. Der Zauberer muss einen Mittelpunkt auf festem Grund und innerhalb der Reichweite benennen, von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Enge Räumlichkeiten können die Ausbreitung der Wand einschränken. Eine Zerstörung der Wand ist nicht möglich, da sich entstehende Lücken auf der Stelle schließen. Die Überquerung der Wand erfordert eine gelungene Probe auf *Klettern (Baumklettern)*, die um die QS/2 erschwert ist. Dabei werden die Gliedmaßen des Kletterers von Dornenranken umschlungen, sodass jeder gelungene wie misslungene Versuch 1W3 TP verursacht und bei 1-3 auf 1W6 zudem den Status *Fixiert* einbringt. Eine Zerstörung der Ranken ist nicht möglich, da sie sofort nachwachsen. Das Ziel vermag sich jedoch unter Aufwendung von 1 Aktion und mittels einer gelungenen Probe auf *Körperbeherrschung (Entwinden)* zu befreien.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_409	Eiswand	Der Spruch erschafft eine Wand aus Eis und Schnee. Der Zauberer muss einen Mittelpunkt auf festem Grund und innerhalb der Reichweite benennen, von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Enge Räumlichkeiten können die Ausbreitung der Wand einschränken. Eine Zerstörung der Wand ist nicht möglich. Die Überquerung der Wand erfordert eine gelungene Probe auf *Klettern (Eisklettern)*, die um die QS/2 erschwert ist. Dabei wird der Kletternde von Kälte erfasst, so dass ihm jeder gelungene wie misslungene Versuch 1W6 TP und bei 1-3 auf 1W6 zudem 1 Stufe *Paralyse* einbringt. Der Mittelpunkt kann auf einem Schiff oder einem ähnlich großen Objekt platziert werden, so dass sich die Wand damit fortbewegt.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_410	Erschöpfungen lindern	Je nach QS können mit diesem Zauberspruch Stufen von *Betäubung* diceAmountblicklich abgebaut und ein kurzer Bonus auf die KO verliehen werden. Die Wirkung ist nicht kumulativ, es gelten die Auswirkungen der höchsten QS.	4 Aktionen	8 AsP	Berührung	sofort	Kulturschaffende	MU	IN	CH
SPELL_411	Fesselfeld	Der Zauberer muss einen Mittelpunkt innerhalb der Reichweite des Zauberspruchs benennen, um den herum sich die Zone mit einem Radius von QS Schritt ausbreitet. Die Verwendung von Gegenständen, die zumindest zum Teil aus Stein, Stahl oder einem anderen Material des Elements Erz bestehen, ist darin nur unter erschwerten Umständen möglich. Waffen aus den genannten Materialien bringen eine Erschwernis in Höhe der QS auf alle Attacken und Paraden ein. Die *Belastung* getragener Rüstungen aus den genannten Materialien erhöht sich um 1. Erzene Kleinteile wie Schnallen oder Verzierungen können in allen genannten Fällen regeltechnisch ignoriert werden, nicht jedoch Pfeilspitzen oder Rüstungselemente, die zum Schutz beitragen.	4 Aktionen	16 AsP	16 Schritt	QS x 2 Kampfrunden	Zone	KL	CH	KO
SPELL_412	Frigifaxius	Aus den Fingern des Zaubernden schießt ein Eisstrahl, der in gerader Linie sein Ziel trifft. Der Magier muss keine zusätzliche Aktion aufwenden, um nach dem Wirken des Zaubers zu treffen. Das Treffen ist in der Zauberdauer inbegriffen.	2 Aktionen	8 AsP	16 Schritt	sofort	alle	MU	KL	CH
SPELL_413	Frigisphaero	Aus den Händen des Zaubernden schießt ein Eisball, der in gerader Linie sein Ziel trifft. Das Treffen des Eisballs ist in der Zauberdauer inbegriffen, der Magier muss also keine zusätzliche Aktion aufwenden. Der Eisball explodiert, wenn er sein Ziel oder auf ein großes, festes Hindernis trifft (z. B. eine Wand oder einen Schild). Verlässt der Eisball die Reichweite, ohne ein Ziel zu treffen, so löst er sich auf. Auch die Gefährten des Zauberers können von dem Eisball getroffen werden, wenn er explodiert. Der Radius der Explosion beträgt 5 Schritt. Der Schaden beträgt einen Schrittum das Zentrum der Explosion herum 2W6+(QS x 2) Trefferpunkte (auch gegen leblose Objekte als Strukturschaden). Pro Schritt Entfernung von diesem Bereich verringert sich der Schaden um 3 TP. Der Eisball trifft automatisch, wenn man ihm nicht aktiv zu entgehen versucht. Um dem Eisball zu entgehen, muss eine Verteidigung eingesetzt und eine Probe auf *Körperbeherrschung (Kampfmanöver)* abgelegt werden. Pro QS hat der Held sich 1 Schritt weit weg vom Zentrum der Explosion bewegt. Trifft der Eisball sein Ziel, werden die TP durch den RS des Ziels vermindert. Alle getroffenen Ziele erhalten außerdem bei 1-3 auf 1W6 1 Stufe des Zustands *Paralyse*.	4 Aktionen	32 AsP	32 Schritt	sofort	Zone	MU	KL	KO
SPELL_414	Halluzination	Der Zauber erschafft im Geist des Ziels ein alle Sinne betreffendes Trugbild. Dabei kann es sich sowohl um eine eigentlich nicht vorhandene als auch um eine existente, aber anders wahrgenommene Sache handeln, beispielsweise nach köstlichem Wein schmeckendes Wasser oder ein als blutrünstiger Ork erscheinender Gefährte. Der Zauberer muss dabei selbst kein detailliertes Bild vor Augen haben, vielmehr kann er einen beliebigen Anteil der Fantasie des Ziels überlassen. Das Opfer erleidet während der Wirkungsdauer den Status *Handlungsunfähig* und kann als einzige Handlung pro vergangener Minute versuchen, die Halluzinationen abzuschütteln. Dazu ist eine Probe *Willenskraft* erschwert um die QS des Zaubers notwendig. Gelingt die Probe, endet der Zauber diceAmountblicklich.	16 Aktionen	8 AsP	4 Schritt	QS x 3 Minuten	Kulturschaffende	KL	IN	CH
SPELL_415	Humofaxius	Aus den Fingern des Zaubernden schießt einen Humusstrahl, der in gerader Linie sein Ziel trifft. Der Magier muss keine zusätzliche Aktion aufwenden, um nach dem Wirken des Zaubers zu treffen. Das Treffen ist in der Zauberdauer inbegriffen.	2 Aktionen	8 AsP	16 Schritt	sofort	alle	MU	KL	CH
SPELL_416	Humosphaero	Aus den Händen des Zaubernden schießt ein Humusball, der in gerader Linie sein Ziel trifft. Das Treffen des Humusballs ist in der Zauberdauer inbegriffen, der Magier muss also keine zusätzliche Aktion aufwenden. Der Humusball explodiert, wenn er sein Zieloder auf ein großes, festes Hindernis trifft (z.B. eine Wand oder einen Schild). Verlässt der Humusball die Reichweite, ohne ein Ziel zu treffen, so löst er sich auf. Auch die Gefährten des Zauberers können von dem Humusball getroffen werden, wenn er explodiert. Der Radius der Explosion beträgt 5 Schritt. Der Schaden beträgt einen Schritt um das Zentrum der Explosion herum 2W6+(QS x 2) Trefferpunkte (auch gegen leblose Objekte als Strukturschaden). Pro Schritt Entfernung von diesem Bereich verringert sich der Schaden um 3 TP. Der Humusball trifft automatisch, wenn man ihm nicht aktiv zu entgehen versucht. Um dem Humusball zu entgehen, muss eine Verteidigung eingesetzt und eine Probe auf *Körperbeherrschung (Kampfmanöver)* abgelegt werden. Pro QS hat der Held sich 1 Schritt weit weg vom Zentrum der Explosion bewegt. Trifft der Humusball sein Ziel, werden die TP durch den RS des Ziels vermindert. Alle getroffenen Ziele werden zudem bei 1-3 auf 1W6 von Ranken umschlungen und erhalten den Status *Fixiert*. Eine Zerstörung der Ranken ist nicht möglich, da sie sofort nachwachsen. Das Ziel vermag sich jedoch unter Aufwendung 1 Aktion und mittels einer gelungenen Probe auf *Körperbeherrschung (Entwinden)* zu befreien. Die Ranken verbleiben 5 KR, danach lösen sie sich komplett auf.	4 Aktionen	32 AsP	32 Schritt	sofort	Zone	MU	KL	KO
SPELL_417	Invinculo	Der Invinculo erschafft Dornenranken, die sich um das Ziel winden und ihm je nach QS Schaden und den Status *Fixiert* verschaffen. Der Schaden entsteht zu Beginn der Wirkung, aber nur einmalig, nicht jede KR.	1 Aktion	8 AsP	16 Schritt	5 Kampfrunden (oder bis sich das Opfer befreit hat)	Lebewesen	KL	CH	KO
SPELL_418	Nebelform	Der Körper des Zauberers löst sich in Nebel auf. Er kann sich in dieser Form mit einer GS in Höhe der QS + 2 fortbewegen (aber maximal so schnell, wie man in normaler Form ist) und ist wie normaler Nebel dem Wind ausgesetzt. Auch ist es ihm nicht möglich, höher als 2 Schritt zu schweben. Gerät er an einen Abgrund, gleitet er langsam Richtung Boden. Dafür vermag er sich selbst durch kleinste Ritzen zu zwängen und kann nicht von profanen, magischen oder geweihten Waffen verletzt werden. Kleidung und Ausrüstung sind nicht von der Verwandlung betroffen. Während der Wirkungsdauer kann der Zauberer abgesehen von seiner Bewegung keinerlei Handlungen vornehmen, jedoch seine Umgebung ganz normal wahrnehmen.	4 Aktionen	8 AsP (Aktivierung des Zaubers) + 4 AsP pro 5 Minuten	selbst	aufrechterhaltend	Lebewesen	MU	IN	KO
SPELL_419	Oktagramma	Eine niedere Fee wird in ihre Globule zurückgeschickt, wenn der Zauberer mehr QS erzielt, als die Anrufungsschwierigkeit beträgt (Anrufungsschwierigkeiten von 0 oder höher zählen als 0). Es kann sich dabei sowohl um ein beschworenes als auch um ein freies Feenwesen handeln. Ebenso ist es möglich, Feen zu vertreiben, die an Objekte oder Wesen gebunden bzw. in diese eingefahren sind.	8 Aktionen	8 Asp	8 Schritt	sofort	Feen	MU	KL	CH
SPELL_420	Panik überkomme euch	Der Zauber erschafft eine Welle der Angst. Alle Kulturschaffenden in der Umgebung erleiden dadurch 1 Stufe des Zustands *Furcht*, solange sie sich nicht weiter als QS x 2 Schritt vom Zauberer entfernt befinden und keine SK aufweisen, die die mehr als 2 beträgt.	4 Aktionen	32 AsP	selbst	sofort	Kulturschaffende	MU	KL	CH
SPELL_421	Schimmernder Schild	Am Arm des Zauberers manifestiert sich ein schimmernder Schild, der im Kampf eingesetzt werden kann. Die Werte entsprechen jenen eines Thorwalerschilds (siehe **Regelwerk** Seite **367**). Zur Berechnung von AT und PA des Schilds dient die Kampftechnik Schilde. Der Schild kann nicht abgelegt oder vom Arm entfernt werden. Wird er zerstört, endet der Zauber vorzeitig. Durch das Schimmern sind die AT gegen den Schildträger um QS/2 erschwert.	1 Aktion	8 AsP	selbst	5 Kampfrunden	Kulturschaffenden	MU	IN	KO
SPELL_422	Schuppenhaut	Die Haut des Zauberers wird komplett mit einer echsischen Schuppenhaut überzogen, die ihm einen RS von 2 verleiht.	1 Aktion	2 AsP (Aktivierung des Zaubers) + 1 AsP pro Kampfrunde	selbst	aufrechterhaltend	Kulturschaffende	MU	IN	GE
SPELL_423	Sphärenbann	Ein Zauber des Merkmals Sphären wird aufgehoben, solange dessen QS nicht höher ist als die QS des Sphärenbanns. Der Bann entfaltet keine Wirkung gegen Zauber, deren Wirkung sofort eintritt. Auch gegen Zauber, deren Wirkung bereits vollendet ist, oder permanent wirkende Sprüche hilft er nicht. Wird der Sphärenbann gegen einen Zauber der Zielkategorie Zone eingesetzt, genügt es, wenn sich ein Teil von dieser innerhalb der Reichweite befindet.	4 Aktionen	8 AsP bzw. 16 AsP für Zauber mit Zielkategorie Zone	8 Schritt	sofort	alle	MU	IN	CH
SPELL_424	Sinesigil	Der Zauberer vermag Tätowierungen und Bemalungen an einem seiner Körperteile (Hand, Kopf, Oberarm etc.) optisch zu verbergen. An der entsprechenden Stelle scheint sich für den Beobachter normale Haut zu befinden, bzw. im Falle von Orks oder Achaz normales Fell oder normales Schuppengeflecht. Bei der Tätowierung kann es sich auch um eine quasi magische Tätowierung, etwa ein Gildensiegel, handeln. Details zum Thema Illusionen finden sich im **Regelwerk** auf Seite **259**.	2 Aktionen	4 AsP	selbst	QS x 5 Minuten	Kulturschaffende	KL	IN	FF
SPELL_425	Sensattacco	Das Ziel erreicht im Kampf mit höherer Wahrscheinlichkeit einen Kritischen Erfolg. Während ein solcher normalerweise nur dann auftritt, wenn eine 1 gewürfelt wird, geschieht dies beim Ziel bereits bei einer gewürfelten 2 (bzw. wenn noch andere Modifikatoren gelten, wird die Chance auf einen Kritischen Treffer um 5 % erhöht).	2 Aktionen	8 AsP	8 Schritt	QS x 2 Kampfrunden	Lebewesen	MU	IN	GE
SPELL_426	Stillstand	Der Zauberer muss einen Mittelpunkt innerhalb der Reichweite des Zauberspruchs benennen, um den herum sich die Zone kugelförmig mit einem Radius von QS x 2 Schritt ausbreitet. Innerhalb dieser verdichtet sich die Luft zu einer nur mühsam zu durchdringenden Masse, die Attacken, Verteidigungen sowie Proben auf Körpertalente um 2 erschwert und die GS um den gleichen Wert senkt. Durchquert die Flugbahn eines Geschosses die Zone zumindest teilweise, werden die angerichteten TP halbiert.	2 Aktionen	16 AsP	16 Schritt	QS x 3 Kampfrunden	Zone	MU	IN	KO
SPELL_427	Sturm der Verunsicherung	Der Zauber erschafft eine Welle der Verwirrung. Alle Kulturschaffenden in der Umgebung erleiden dadurch 1 Stufe des Zustands *Verwirrung*, solange sie sich nicht weiter als QS x 2 Schritt vom Zauberer entfernt befinden und keine SK aufweisen, die die mehr als 2 beträgt.	4 Aktionen	32 AsP	selbst	sofort	Kulturschaffende	MU	KL	CH
SPELL_428	Sturmwand	Der Spruch erschafft eine Wand aus Sturm. Der Zauberer muss einen Mittelpunkt innerhalb der Reichweite benennen, von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Enge Räumlichkeiten können die Ausbreitung der Wand einschränken. Eine Zerstörung der Wand ist nicht möglich. Die Durchquerung der Wand erfordert eine gelungene Probe auf *Kraftakt (Drücken & Verbiegen)*, die um die QS erschwert ist. Dabei wird der Durchquerende von den starken Winden umhergeworfen, so dass jeder gelungene wie misslungene Versuch 1W6 TP und bei 1-3 auf 1W6 zudem den Status *Liegend* einbringt. Der Mittelpunkt kann auf einem Schiff oder einem ähnlich großen Objekt platziert werden, so dass sich die Wand damit fortbewegt.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_429	Temporalbann	Ein Zauber des Merkmals Temporal wird aufgehoben, solange dessen QS nicht höher ist als die QS des Temporalbanns. Der Bann entfaltet keine Wirkung gegen Zauber, deren Wirkung sofort eintritt. Auch gegen Zauber, deren Wirkung bereits vollendet ist, oder permanent wirkende Sprüche hilft er nicht. Wird der Temporalbann gegen einen Zauber der Zielkategorie Zone eingesetzt, genügt es, wenn sich ein Teil von dieser innerhalb der Reichweite befindet.	4 Aktionen	8 AsP bzw. 16 AsP für Zauber mit Zielkategorie Zone	8 Schritt	sofort	alle	MU	IN	CH
